index,input_dataset,dataschema_variable,label:en,description:en,valueType,unit,other_format,Categories::label:en,input_variables,Variable label,Variable description,Coding,Unit (abbreviated),`Mlstr_harmo::comment`,`Mlstr_harmo::status`,Mlstr_harmo::status_detail,Mlstr_harmo::rule_category,Mlstr_harmo::algorithm,comment_question_for_cohort,response_from_cohort
7,SHR,sdc_employment_status,Current employment status,Indicator of whether the participant is employed or unemployed,integer,,,"0 = Unemployed ; 
1 = Employed",EP005_CurrentJobSit,CURRENT JOB SITUATION,"Please look at card 21. In general, which of the following best describes your current employment situation?","1. Retired
2. Employed or self-employed (including working for family business)
3. Unemployed
4. Permanently sick or disabled
5. Homemaker
97. Other",,,complete,compatible,recode,recode(2=1; 3=0; 4=0; 5=0; ELSE=NA),,
8,SHR,sdc_employment_pattern,Current employment pattern,Indicator of whether the participant is full-time or part-time,integer,,,"1 = Part-time ; 
2 = Full-time",EP013_TotWorkedHours,TOTAL HOURS WORKED PER WEEK,"Including any paid or unpaid overtime, but not counting meal breaks, how many hours a week do you usually work in this job?",,,,undetermined,,,,How many hours a week is considered working full-time / part-time,
9,SHR,sdc_work_hours,Number of hours per week,Number of hours worked per week,decimal,,,,EP013_TotWorkedHours,TOTAL HOURS WORKED PER WEEK,"Including any paid or unpaid overtime, but not counting meal breaks, how many hours a week do you usually work in this job?",,,,complete,identical,direct_mapping,direct_mapping,,
10,SHR,sdc_employment_description,Employment description,Participant's employment description,text,,,,EP018_WhichIndustry,WHICH INDUSTRY ACTIVE,"Please look at card 24. What kind of business, industry or services do you work in?","1. Agriculture, hunting, forestry, fishing
2. Mining and quarrying
3. Manufacturing
4. Electricity, gas and water supply
5. Construction
6. Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods
7. Hotels and restaurants
8. Transport, storage and communication
9. Financial intermediation
10. Real estate, renting and business activities
11. Public administration and defence; compulsory social security
12. Education
13. Health and social work
14. Other community, social and personal service activities",,,complete,compatible,case_when,"case_when(
EP018_WhichIndustry == 1 ~ ""Agriculture, hunting, forestry, fishing"";
EP018_WhichIndustry == 2 ~ ""Mining and quarrying"";
EP018_WhichIndustry == 3 ~ ""Manufacturing"";
EP018_WhichIndustry == 4 ~ ""Electricity, gas and water supply"";
EP018_WhichIndustry == 5 ~ ""Construction"";
EP018_WhichIndustry == 6 ~ ""Wholesale and retail trade; repair of motor vehicles, motorcycles and personal and household goods"";
EP018_WhichIndustry == 7 ~ ""Hotels and restaurants"";
EP018_WhichIndustry == 8 ~ ""Transport, storage and communication"";
EP018_WhichIndustry == 9 ~ ""Financial intermediation"";
EP018_WhichIndustry == 10 ~ ""Real estate, renting and business activities"";
EP018_WhichIndustry == 11 ~ ""Public administration and defence; compulsory social security;
EP018_WhichIndustry == 12 ~ ""Education"";
EP018_WhichIndustry == 13 ~ ""Health and social work"";
EP018_WhichIndustry == 14 ~ ""Other community, social and personal service activities"";
ELSE ~ NA_character_)",,
11,SHR,sdc_retirement_status,Current retirement status,Indicator of whether the participant is retired or not,integer,,,"0 = Not retired ; 
1 = Retired",EP005_CurrentJobSit,CURRENT JOB SITUATION,"Please look at card 21. In general, which of the following best describes your current employment situation?","1. Retired
2. Employed or self-employed (including working for family business)
3. Unemployed
4. Permanently sick or disabled
5. Homemaker
97. Other",,,complete,compatible,recode,recode(1=1; 2=0; 3=0; 4=0; 5=0; ELSE=NA),,
12,SHR,sdc_married,Ever married,Indicator of whether the participant has ever been married or not,integer,,,"0 = Never married ; 
1 = Married ; 
2 = Formerly married",DN014_MaritalStatus,MARITAL STATUS,What is your marital status?,"1. Married and living together with spouse
2. Registered partnership
3. Married, living separated from spouse
4. Never married
5. Divorced
6. Widowed",,,complete,compatible,recode,recode(1=1; 3=1; 4=0; 5=2; 6=2; ELSE=NA),,
13,SHR,sdc_relationship,Currently in a relationship,Indicator of whether the participant is in a relationship or not,integer,,,"0 = Not in a relationship ; 
1 = In a relationship",DN014_MaritalStatus,MARITAL STATUS,What is your marital status?,"1. Married and living together with spouse
2. Registered partnership
3. Married, living separated from spouse
4. Never married
5. Divorced
6. Widowed",,,complete,compatible,recode,recode(1=1; 2=1; 3=1; 4=0; ELSE=NA),,
14,SHR,sdc_location,Urban or rural location,Urban or rural location,integer,,,"1 = Rural ; 
2 = Urban",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
15,SHR,pm_height,Participant's height,Participant's height,decimal,cm,,,PH013_HowTall,HOW TALL ARE YOU?,"How tall are you?
Length in centimetres (in UK: feet-dot-inches)",,,,complete,compatible,operation,"as.numeric(strsplit(as.character(PH013_HowTall), ""\\."")[[1]][1]) * 30.48 + as.numeric(strsplit(as.character(PH013_HowTall), ""\\."")[[1]][2]) * 2.54",,
16,SHR,pm_height_method,Method used to measure the height,Method used to measure the height,integer,,,"1 = Self-reported ; 
2 = Measured by professional",PH013_HowTall,,,,,,complete,compatible,operation,"ifelse(!is.na(PH013_HowTall), 1, NA)",,
17,SHR,pm_weight,Participant's weight,Participant's weight,decimal,kg,,,PH012_Weight,WEIGHT OF RESPONDENT,"Approximately how much do you weigh?
Weight in kilos (in UK stone-dot-pounds)",,,,complete,compatible,operation,"as.numeric(strsplit(as.character(PH012_Weight), ""\\."")[[1]][1]) * 6.35029 + as.numeric(strsplit(as.character(PH012_Weight), ""\\."")[[1]][2]) * 0.453592",,
18,SHR,pm_weight_method,Method used to measure the weight,Method used to measure the weight,integer,,,"1 = Self-reported ; 
2 = Measured by professional",PH012_Weight,,,,,,complete,compatible,operation,"ifelse(!is.na(PH012_Weight), 1, NA)",,
19,SHR,pm_bmi,Body mass index,Body mass index,decimal,kg/m2,,,"PH013_HowTall;
PH012_Weight","HOW TALL ARE YOU?;
WEIGHT OF RESPONDENT","How tall are you?
Length in centimetres (in UK: feet-dot-inches);
Approximately how much do you weigh?
Weight in kilos (in UK stone-dot-pounds)",,,,complete,compatible,operation,"(as.numeric(strsplit(as.character(PH012_Weight), ""\\."")[[1]][1]) * 6.35029 + as.numeric(strsplit(as.character(PH012_Weight), ""\\."")[[1]][2]) * 0.453592) / (((as.numeric(strsplit(as.character(PH013_HowTall), ""\\."")[[1]][1]) * 30.48 + as.numeric(strsplit(as.character(PH013_HowTall), ""\\."")[[1]][2]) * 2.54)/100)^2)",,
20,SHR,pm_waist_circ,Waist circumference,Waist circumference,decimal,cm,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
21,SHR,pm_waist_circ_method,Method used to measure the waist circumference,Method used to measure the waist circumference,integer,,,"1 = Self-reported ; 
2 = Measured by professional",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
22,SHR,pm_bodyfat_perc,Body fat percentage,Body fat percentage,decimal,%,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
23,SHR,pm_bodyfat_perc_method,Method used to measure the body fat percentage,Method used to measure the body fat percentage,text,,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
24,SHR,pm_systo_bp,Systolic blood pressure,"Systolic blood pressure, average of all measures available",integer,mmHg,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
25,SHR,pm_diasto_bp,Diastolic blood pressure,"Diastolic blood pressure, average of all measures available",integer,mmHg,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
26,SHR,pm_resting_heart_rate,Resting heart rate,Resting heart rate,decimal,beats/minute,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
27,SHR,pm_cardiorespiratoy_fitness,Cardiorespiratoy fitness,Cardiorespiratoy fitness,decimal,ml/min/kg,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
28,SHR,lab_blood_fasting,Blood sampling fasting,Blood sampling fasting,integer,,,"0 = Non-fasted ; 
1 = Short-fast (<=4h) ; 
2 = Long fast (>4h)",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
29,SHR,lab_red_blood_cell_count,Red blood cell count,Red blood cell count,decimal,10^12/L,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
30,SHR,lab_HbA1c,Glycated hemoglobin (A1c),Glycated hemoglobin (A1c),decimal,mmol/mol,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
31,SHR,lab_chol_tot,Total cholesterol,Total cholesterol,decimal,mmol/L,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
32,SHR,lab_chol_hdl,HDL cholesterol,HDL cholesterol,decimal,mmol/L,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
33,SHR,lab_chol_ldl,LDL cholesterol,LDL cholesterol,decimal,mmol/L,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
34,SHR,lab_chol_ldl_calculated,Calculated LDL cholesterol,Calculated LDL cholesterol,decimal,mmol/L,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
35,SHR,lab_trigly,Triglycerides,Triglycerides,decimal,mmol/L,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
36,SHR,lab_c_reac_pro,C-reactive protein,C-reactive protein,decimal,µg/ml,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
37,SHR,nut_fruit_quantity,Fruit intake quantity,Fruit Intake quantity,integer,g/day,,,__BLANK__,,,,,,impossible,incompatible,impossible,impossible,,
38,SHR,nut_fruit_frequency,Fruit intake frequency,Fruit Intake frequency,integer,,,"1 = Rarely ; 
2 = Several times a week ; 
3 = Every day",__BLANK__,,,,,,impossible,incompatible,impossible,impossible,,
39,SHR,nut_vegetable_quantity,Vegetable intake quantity,Vegetable Intake quantity,integer,g/day,,,__BLANK__,,,,,,impossible,incompatible,impossible,impossible,,
40,SHR,nut_vegetable_frequency,Vegetable intake frequency,Vegetable Intake frequency,integer,,,"1 = Rarely ; 
2 = Several times a week ; 
3 = Every day",__BLANK__,,,,,,impossible,incompatible,impossible,impossible,,
41,SHR,nut_energy_tot,Total energy intake,Total energy intake,decimal,kcal/day,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
42,SHR,alc_alcohol,Alcohol intake,Alcohol intake per week,decimal,g/week,,,__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
43,SHR,alc_alcohol_frequency,Frequency of alcohol consumption,Frequency of alcohol consumption,integer,,,"0 = Never/almost never ; 
1 = Monthly ; 
2 = Weekly ; 
3 = Daily/almost daily",__BLANK__,,,,,,impossible,incompatible,impossible,impossible,,
44,SHR,smk_smoking_status,Smoking status,Smoking Status,integer,,,"0 = Never smoked ; 
1 = Previously smoked ; 
2 = Currently smoke","BR001_EverSmokedDaily;
BR002_StillSmoking","EVER SMOKED DAILY;
SMOKE AT THE PRESENT TIME","Have you ever smoked cigarettes, cigars, cigarillos or a pipe daily for a period of at least one year?; 
Do you smoke at the present time?","1. Yes
5. No",,Participants who smoked daily for a year but who are not smoking at the present time were considered as previous smokers.,complete,compatible,case_when,"case_when(
BR001_EverSmokedDaily == 1 & BR002_StillSmoking == 5 ~ 1L;
BR002_StillSmoking == 1 ~ 2L;
BR001_EverSmokedDaily == 5 ~ 0L;
ELSE ~ NA_integer_)",,
45,SHR,smk_smoking_frequency,Current smoking frequency,Current smoking frequency,integer,,,"1 = Monthly ;
2 = Weekly ;
3 = Daily/almost daily ;","BR001_EverSmokedDaily;
BR002_StillSmoking","EVER SMOKED DAILY;
SMOKE AT THE PRESENT TIME","Have you ever smoked cigarettes, cigars, cigarillos or a pipe daily for a period of at least one year?; 
Do you smoke at the present time?","1. Yes
5. No",,,impossible,unavailable,impossible,impossible,,
46,SHR,smk_smoking_quantity,Number cigarettes smoked per week,Number cigarettes smoked per week,integer,cigarettes/week,,,BR006_AmManCig,AVERAGE AMOUNT OF CIGARETTES PER DAY,How many cigarettes[do/ did][you][smoke] on average per day?,,,,complete,identical,direct_mapping,direct_mapping,,
47,SHR,lsb_rated_health,Self Rated Health,Self Rated Health,integer,,,"1 = Poor/Very Poor ; 
2 = Moderate/Fair ; 
3 = Good ; 
4 = Very good/Excellent",PH003_HealthGen2,,Would you say your health is...,"1. Excellent
2. Very good
3. Good
4. Fair
5. Poor",,,complete,compatible,recode,recode(1=4; 2=4; 3=3; 4=2; 5=1; ELSE=NA),,
48,SHR,dis_cvd,Cadio vascular diseases,"Cardio vascular diseases (ischemic heart disease, stroke, hypertension, heart failure, atrial fibrillation, thrombosis, cerebrovascular disease, angina pectoris)",integer,,,"0 = No ; 
1 = Yes",PH006_DocCond,,"Has a doctor ever told you that you had/ Do you currently have] any of the conditions on this card? [With this we mean that a doctor has told you that you have this condition, and that you are either currently being treated for or bothered by this condition.","1. A heart attack including myocardial infarction or coronary thrombosis or any other heart problem including congestive
heart failure
2. High blood pressure or hypertension
3. High blood cholesterol
4. A stroke or cerebral vascular disease
5. Diabetes or high blood sugar
6. Chronic lung disease such as chronic bronchitis or emphysema
10. Cancer or malignant tumour, including leukaemia or lymphoma, but excluding minor skin cancers
11. Stomach or duodenal ulcer, peptic ulcer
12. Parkinson's disease
13. Cataracts
14. Hip fracture
15. Other fractures
16. Alzheimer's disease, dementia, organic brain syndrome, senility or any other serious memory impairment
18. Other affective or emotional disorders, including anxiety, nervous or psychiatric problems
19. Rheumatoid Arthritis
20. Osteoarthritis, or other rheumatism
21. Chronic kidney disease
96. None
97. Other conditions, not yet mentioned",,"Collected information included Heart attack, myocardial infarction, coronary thrombosis, any other heart problem including congestive heart failure and hypertension",undetermined,compatible,case_when,"case_when(
PH006_DocCond %in% c(1, 2, 4) ~ 1L;
!PH006_DocCond %in% c(1, 2, 4) ~ 0L;
ELSE ~ NA_integer_)",The variable of interest seems to be a multiple choice. Can you provide the variables that will appear in the data for this multiple choice question?,
49,SHR,dis_musculoskeletal,Musculoskeletal diseases,"Musculoskeletal diseases (Osteoporosis, Arthrosis, Rheumatic disorder, Osteoarthritis or Rheumatism, Rheumatoid Arthritis, Osteoarthritis, Other arthritis, and Rheumatoid arthritis)",integer,,,"0 = No ; 
1 = Yes",PH006_DocCond,,"Has a doctor ever told you that you had/ Do you currently have] any of the conditions on this card? [With this we mean that a doctor has told you that you have this condition, and that you are either currently being treated for or bothered by this condition.","1. A heart attack including myocardial infarction or coronary thrombosis or any other heart problem including congestive
heart failure
2. High blood pressure or hypertension
3. High blood cholesterol
4. A stroke or cerebral vascular disease
5. Diabetes or high blood sugar
6. Chronic lung disease such as chronic bronchitis or emphysema
10. Cancer or malignant tumour, including leukaemia or lymphoma, but excluding minor skin cancers
11. Stomach or duodenal ulcer, peptic ulcer
12. Parkinson's disease
13. Cataracts
14. Hip fracture
15. Other fractures
16. Alzheimer's disease, dementia, organic brain syndrome, senility or any other serious memory impairment
18. Other affective or emotional disorders, including anxiety, nervous or psychiatric problems
19. Rheumatoid Arthritis
20. Osteoarthritis, or other rheumatism
21. Chronic kidney disease
96. None
97. Other conditions, not yet mentioned",,"The category ""No"" was not produced. Collected information included rheumatoid arthritis, and osteoarthritis or other rheumatism",complete,compatible,case_when,"case_when(
PH006_DocCond %in% c(19, 20) ~ 1L;
ELSE ~ NA_integer_)",The variable of interest seems to be a multiple choice. Can you provide the variables that will appear in the data for this multiple choice question?,
50,SHR,dis_diabetes,Diabetes,Diabetes,integer,,,"0 = No ; 
1 = Yes",PH006_DocCond,,"Has a doctor ever told you that you had/ Do you currently have] any of the conditions on this card? [With this we mean that a doctor has told you that you have this condition, and that you are either currently being treated for or bothered by this condition.","1. A heart attack including myocardial infarction or coronary thrombosis or any other heart problem including congestive
heart failure
2. High blood pressure or hypertension
3. High blood cholesterol
4. A stroke or cerebral vascular disease
5. Diabetes or high blood sugar
6. Chronic lung disease such as chronic bronchitis or emphysema
10. Cancer or malignant tumour, including leukaemia or lymphoma, but excluding minor skin cancers
11. Stomach or duodenal ulcer, peptic ulcer
12. Parkinson's disease
13. Cataracts
14. Hip fracture
15. Other fractures
16. Alzheimer's disease, dementia, organic brain syndrome, senility or any other serious memory impairment
18. Other affective or emotional disorders, including anxiety, nervous or psychiatric problems
19. Rheumatoid Arthritis
20. Osteoarthritis, or other rheumatism
21. Chronic kidney disease
96. None
97. Other conditions, not yet mentioned",,,impossible,incompatible,impossible,impossible,,
51,SHR,dis_diabetes_type,Diabetes type,Diabetes type,integer,,,"1 = Type 1 ; 
2 = Type 2 ; 
3 = Other",__BLANK__,,,,,,impossible,unavailable,impossible,impossible,,
52,SHR,dis_cancer,Cancer,Cancer,integer,,,"0 = No ; 
1 = Yes",PH006_DocCond,,"Has a doctor ever told you that you had/ Do you currently have] any of the conditions on this card? [With this we mean that a doctor has told you that you have this condition, and that you are either currently being treated for or bothered by this condition.","1. A heart attack including myocardial infarction or coronary thrombosis or any other heart problem including congestive
heart failure
2. High blood pressure or hypertension
3. High blood cholesterol
4. A stroke or cerebral vascular disease
5. Diabetes or high blood sugar
6. Chronic lung disease such as chronic bronchitis or emphysema
10. Cancer or malignant tumour, including leukaemia or lymphoma, but excluding minor skin cancers
11. Stomach or duodenal ulcer, peptic ulcer
12. Parkinson's disease
13. Cataracts
14. Hip fracture
15. Other fractures
16. Alzheimer's disease, dementia, organic brain syndrome, senility or any other serious memory impairment
18. Other affective or emotional disorders, including anxiety, nervous or psychiatric problems
19. Rheumatoid Arthritis
20. Osteoarthritis, or other rheumatism
21. Chronic kidney disease
96. None
97. Other conditions, not yet mentioned",,,complete,compatible,case_when,"case_when(
PH006_DocCond == 10 ~ 1L;
PH006_DocCond != 10 ~ 0L;
ELSE ~ NA_integer_)",The variable of interest seems to be a multiple choice. Can you provide the variables that will appear in the data for this multiple choice question?,
